year,data_status_cd,deal_type_sort,deal_type_cd,deal_type,new_build_sort,new_build_cd,new_build,area_sort,area_cd,area_name,rooms_sort,rooms_cd,rooms_label,num_transactions,price_per_sqm_chf,median_price_chf,total_price_chf,area_level,rooms_num,has_price_data
2010,D,1,22,Kauf,1,J,Ja,123,123,Hirzenbach,4,4,4-Zimmer,4.0,6261.0,690000.0,2745000.0,quarter,4,True
2011,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,2,2,2-Zimmer,6.0,16066.0,980000.0,6045000.0,district,2,True
2011,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,3,3,3-Zimmer,9.0,7755.0,750000.0,6710000.0,district,3,True
2011,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,4,4,4-Zimmer,9.0,7742.0,960000.0,8750000.0,district,4,True
2011,D,1,22,Kauf,1,J,Ja,21,21,Wollishofen,3,3,3-Zimmer,5.0,7755.0,760000.0,3660000.0,quarter,3,True
2011,D,1,22,Kauf,1,J,Ja,21,21,Wollishofen,4,4,4-Zimmer,6.0,7520.0,932500.0,4975000.0,quarter,4,True
2011,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,1,1,1-Zimmer,4.0,7935.0,268830.0,977662.0,district,1,True
2011,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,2,2,2-Zimmer,15.0,8036.0,472890.0,7842673.0,district,2,True
2011,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,3,3,3-Zimmer,18.0,5500.0,397120.0,11813137.0,district,3,True
2011,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,4,4,4-Zimmer,5.0,12597.0,1800000.0,7780000.0,district,4,True
2011,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,5,5,5-Zimmer,4.0,5871.0,716500.0,3770024.0,district,5,True
2011,D,1,22,Kauf,1,J,Ja,31,31,Alt-Wiedikon,3,3,3-Zimmer,12.0,3892.0,369510.0,5420137.0,quarter,3,True
2011,D,1,22,Kauf,1,J,Ja,33,33,Friesenberg,2,2,2-Zimmer,7.0,8036.0,508090.0,3507893.0,quarter,2,True
2011,D,1,22,Kauf,1,J,Ja,40,4,Kreis 4,1,1,1-Zimmer,4.0,9259.0,245500.0,969000.0,district,1,True
2011,D,1,22,Kauf,1,J,Ja,40,4,Kreis 4,3,3,3-Zimmer,8.0,8787.0,735000.0,5240330.0,district,3,True
2011,D,1,22,Kauf,1,J,Ja,44,44,Hard,1,1,1-Zimmer,4.0,9259.0,245500.0,969000.0,quarter,1,True
2011,D,1,22,Kauf,1,J,Ja,50,5,Kreis 5,1,1,1-Zimmer,6.0,9688.0,444000.0,4490000.0,district,1,True
2011,D,1,22,Kauf,1,J,Ja,50,5,Kreis 5,2,2,2-Zimmer,8.0,8832.0,866500.0,6837000.0,district,2,True
2011,D,1,22,Kauf,1,J,Ja,50,5,Kreis 5,3,3,3-Zimmer,14.0,10945.0,1097000.0,19402000.0,district,3,True
2011,D,1,22,Kauf,1,J,Ja,51,51,Gewerbeschule,3,3,3-Zimmer,10.0,8914.0,1008500.0,11547000.0,quarter,3,True
2011,D,1,22,Kauf,1,J,Ja,52,52,Escher Wyss,3,3,3-Zimmer,4.0,14608.0,2052500.0,7855000.0,quarter,3,True
2011,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,2,2,2-Zimmer,8.0,10451.0,669000.0,6339129.0,district,2,True
2011,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,3,3,3-Zimmer,11.0,11136.0,835000.0,12915000.0,district,3,True
2011,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,4,4,4-Zimmer,25.0,12810.0,1540000.0,37244504.0,district,4,True
2011,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,5,5,5-Zimmer,13.0,13067.0,2057000.0,27918790.0,district,5,True
2011,D,1,22,Kauf,1,J,Ja,61,61,Unterstrass,2,2,2-Zimmer,4.0,10935.0,939000.0,3558000.0,quarter,2,True
2011,D,1,22,Kauf,1,J,Ja,61,61,Unterstrass,3,3,3-Zimmer,7.0,11136.0,795000.0,7230000.0,quarter,3,True
2011,D,1,22,Kauf,1,J,Ja,61,61,Unterstrass,4,4,4-Zimmer,18.0,13365.0,1515000.0,25069504.0,quarter,4,True
2011,D,1,22,Kauf,1,J,Ja,61,61,Unterstrass,5,5,5-Zimmer,6.0,12833.0,1945000.0,12867000.0,quarter,5,True
2011,D,1,22,Kauf,1,J,Ja,63,63,Oberstrass,2,2,2-Zimmer,4.0,9267.0,587000.0,2781129.0,quarter,2,True
2011,D,1,22,Kauf,1,J,Ja,63,63,Oberstrass,3,3,3-Zimmer,4.0,12160.0,1450000.0,5685000.0,quarter,3,True
2011,D,1,22,Kauf,1,J,Ja,63,63,Oberstrass,4,4,4-Zimmer,7.0,11446.0,1865000.0,12175000.0,quarter,4,True
2011,D,1,22,Kauf,1,J,Ja,63,63,Oberstrass,5,5,5-Zimmer,7.0,13750.0,2255000.0,15051790.0,quarter,5,True
2011,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,1,1,1-Zimmer,5.0,11379.0,300000.0,1368681.0,district,1,True
2011,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,2,2,2-Zimmer,7.0,14100.0,1057500.0,10237500.0,district,2,True
2011,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,3,3,3-Zimmer,7.0,11733.0,950000.0,6808795.0,district,3,True
2011,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,4,4,4-Zimmer,34.0,13000.0,1527500.0,53117500.0,district,4,True
2011,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,5,5,5-Zimmer,14.0,10219.0,1622500.0,22595000.0,district,5,True
2011,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,6,6,6-Zimmer und mehr,8.0,13498.0,2863160.0,23565819.0,district,6,True
